track_name,artist_name,playcount,listeners,url,image_url
Lo Siento BB:/ (Feat. Tainy & Julieta Venegss),Bad Bunny,65,1,https://www.last.fm/music/Bad+Bunny/_/Lo+Siento+BB:%2F+(Feat.+Tainy+&+Julieta+Venegss),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
COMO HAS ESTAU,Bad Bunny,63,1,https://www.last.fm/music/Bad+Bunny/_/COMO+HAS+ESTAU,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
CALIENTE,Bad Bunny,63,1,https://www.last.fm/music/Bad+Bunny/_/CALIENTE,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MOJABI GHOST (with Tainy),Bad Bunny,61,1,https://www.last.fm/music/Bad+Bunny/_/MOJABI+GHOST+(with+Tainy),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Estamos_Bien,Bad Bunny,56,1,https://www.last.fm/music/Bad+Bunny/_/Estamos_Bien,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Ojitos lindos (feat. Bomba Estéreo)[Slowed],Bad Bunny,56,1,https://www.last.fm/music/Bad+Bunny/_/Ojitos+lindos+(feat.+Bomba+Est%C3%A9reo)%5BSlowed%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Bad Bunny - Me Importa Un Carajo(www.AbdelLaEsenci a63565cc,Bad Bunny,59,1,https://www.last.fm/music/Bad+Bunny/_/Bad+Bunny+-+Me+Importa+Un+Carajo(www.AbdelLaEsenci+a63565cc,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Jumpa (feat. Arcángel),Bad Bunny,55,1,https://www.last.fm/music/Bad+Bunny/_/La+Jumpa+(feat.+Arc%C3%A1ngel),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Me gusta remix,Bad Bunny,58,1,https://www.last.fm/music/Bad+Bunny/_/Me+gusta+remix,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Blockia (Feat. Farruko) (Prod. By DJ Luian & Mambo Kingz),Bad Bunny,72,1,https://www.last.fm/music/Bad+Bunny/_/Blockia+(Feat.+Farruko)+(Prod.+By+DJ+Luian+&+Mambo+Kingz),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
N/A,Bad Bunny,63,1,https://www.last.fm/music/Bad+Bunny/_/N%2FA,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Yo Te Voy A Olvidar (feat. El Alfa),Bad Bunny,58,1,https://www.last.fm/music/Bad+Bunny/_/Yo+Te+Voy+A+Olvidar+(feat.+El+Alfa),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Party w/Rauw Alejandro,Bad Bunny,57,1,https://www.last.fm/music/Bad+Bunny/_/Party+w%2FRauw+Alejandro,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Si Tu Novio Te Deja Sola (featuring J. Balvin),Bad Bunny,59,1,https://www.last.fm/music/Bad+Bunny/_/Si+Tu+Novio+Te+Deja+Sola+(featuring+J.+Balvin),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
LA NOCHE DE ANOCHE w/ROSALÍA,Bad Bunny,57,1,https://www.last.fm/music/Bad+Bunny/_/LA+NOCHE+DE+ANOCHE+w%2FROSAL%C3%8DA,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Tarot w/Jhay Cortez,Bad Bunny,56,1,https://www.last.fm/music/Bad+Bunny/_/Tarot+w%2FJhay+Cortez,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Tití Me Preguntó (Lujan Fernandez Edit),Bad Bunny,56,1,https://www.last.fm/music/Bad+Bunny/_/Tit%C3%AD+Me+Pregunt%C3%B3+(Lujan+Fernandez+Edit),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Lo Siento BB:/ (Tainy, Bad Bunny & Julieta Venegas)",Bad Bunny,57,1,"https://www.last.fm/music/Bad+Bunny/_/Lo+Siento+BB:%2F+(Tainy,+Bad+Bunny+&+Julieta+Venegas)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
CÓMO SE SIENTE (Remix) (con Jhayco),Bad Bunny,50,1,https://www.last.fm/music/Bad+Bunny/_/C%C3%93MO+SE+SIENTE+(Remix)+(con+Jhayco),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Diles (Solo Version),Bad Bunny,54,1,https://www.last.fm/music/Bad+Bunny/_/Diles+(Solo+Version),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
SORRY PAPI w/ABRA,Bad Bunny,53,1,https://www.last.fm/music/Bad+Bunny/_/SORRY+PAPI+w%2FABRA,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Diles ft Ozuna, Farruko, Arcangel & Ñengo Flow",Bad Bunny,55,1,"https://www.last.fm/music/Bad+Bunny/_/Diles+ft+Ozuna,+Farruko,+Arcangel+&+%C3%91engo+Flow",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Ignorantes w/Sech,Bad Bunny,51,1,https://www.last.fm/music/Bad+Bunny/_/Ignorantes+w%2FSech,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MIA (Full Tilt Remix) (feat Drake),Bad Bunny,51,1,https://www.last.fm/music/Bad+Bunny/_/MIA+(Full+Tilt+Remix)+(feat+Drake),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Un Coco Pt. II [Live],Bad Bunny,49,1,https://www.last.fm/music/Bad+Bunny/_/Un+Coco+Pt.+II+%5BLive%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
ALONE,Bad Bunny,48,1,https://www.last.fm/music/Bad+Bunny/_/ALONE,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Te Lo Meto Yo (Ft. Arcangel, Lary Over, Farruko, Tempo)",Bad Bunny,59,1,"https://www.last.fm/music/Bad+Bunny/_/Te+Lo+Meto+Yo+(Ft.+Arcangel,+Lary+Over,+Farruko,+Tempo)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Aguacero (𝒔𝒍𝒐𝒘𝒆𝒅  𝒓𝒆𝒗𝒆𝒓𝒃),Bad Bunny,46,1,https://www.last.fm/music/Bad+Bunny/_/Aguacero+(%F0%9D%92%94%F0%9D%92%8D%F0%9D%92%90%F0%9D%92%98%F0%9D%92%86%F0%9D%92%85++%F0%9D%92%93%F0%9D%92%86%F0%9D%92%97%F0%9D%92%86%F0%9D%92%93%F0%9D%92%83),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Si Veo a Tu Mamá (Live From The Desert),Bad Bunny,48,1,https://www.last.fm/music/Bad+Bunny/_/Si+Veo+a+Tu+Mam%C3%A1+(Live+From+The+Desert),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MÍA (with Drake),Bad Bunny,48,1,https://www.last.fm/music/Bad+Bunny/_/M%C3%8DA+(with+Drake),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
CALLAITA (2019),Bad Bunny,54,1,https://www.last.fm/music/Bad+Bunny/_/CALLAITA+(2019),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
ADIVINO (With Myke Towers),Bad Bunny,45,1,https://www.last.fm/music/Bad+Bunny/_/ADIVINO+(With+Myke+Towers),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Bad Bunny Ft Jhay Cortez = Dakiti (Jazzy Rey Remix),Bad Bunny,48,1,https://www.last.fm/music/Bad+Bunny/_/Bad+Bunny+Ft+Jhay+Cortez+=+Dakiti+(Jazzy+Rey+Remix),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Santa w/Daddy Yankee,Bad Bunny,47,1,https://www.last.fm/music/Bad+Bunny/_/La+Santa+w%2FDaddy+Yankee,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Coco,Bad Bunny,44,1,https://www.last.fm/music/Bad+Bunny/_/Coco,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
SEDA w/Bryant Myers,Bad Bunny,44,1,https://www.last.fm/music/Bad+Bunny/_/SEDA+w%2FBryant+Myers,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Chambea (Ventuxio Chopped and Screwed Remix),Bad Bunny,45,1,https://www.last.fm/music/Bad+Bunny/_/Chambea+(Ventuxio+Chopped+and+Screwed+Remix),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Me Porto Bonito w/Chencho Corleone,Bad Bunny,46,1,https://www.last.fm/music/Bad+Bunny/_/Me+Porto+Bonito+w%2FChencho+Corleone,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"BAD BUNNY FT J BALVIN, OZUNA & ARCANGEL (Video oficial)",Bad Bunny,58,1,"https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+FT+J+BALVIN,+OZUNA+&+ARCANGEL+(Video+oficial)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
si veo a tu mama (slowed + reverb),Bad Bunny,48,1,https://www.last.fm/music/Bad+Bunny/_/si+veo+a+tu+mama+(slowed+%252B+reverb),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Te Boté (feat. Darell, Ozuna & Nicky Jam) [Remix]",Bad Bunny,44,1,"https://www.last.fm/music/Bad+Bunny/_/Te+Bot%C3%A9+(feat.+Darell,+Ozuna+&+Nicky+Jam)+%5BRemix%5D",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Corriente ft Tony Dize,Bad Bunny,44,1,https://www.last.fm/music/Bad+Bunny/_/La+Corriente+ft+Tony+Dize,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Lo Siento BB:/ (Ft. Julieta Venegas),Bad Bunny,41,1,https://www.last.fm/music/Bad+Bunny/_/Lo+Siento+BB:%2F+(Ft.+Julieta+Venegas),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"¿Cual Es Tu Plan? (feat. Ñejo, Pj Sin Suela, DJ Nelson)",Bad Bunny,43,1,"https://www.last.fm/music/Bad+Bunny/_/%C2%BFCual+Es+Tu+Plan%3F+(feat.+%C3%91ejo,+Pj+Sin+Suela,+DJ+Nelson)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Dime Si Vas A Volver (By JGalv,Bad Bunny,53,1,https://www.last.fm/music/Bad+Bunny/_/Dime+Si+Vas+A+Volver+(By+JGalv,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Soy Peor Remix FT J Balvin Ozuna & Arcangel,Bad Bunny,47,1,https://www.last.fm/music/Bad+Bunny/_/Soy+Peor+Remix+FT+J+Balvin+Ozuna+&+Arcangel,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Como un Bebé (with J Balvin, feat. Mr Eazi)",Bad Bunny,46,1,"https://www.last.fm/music/Bad+Bunny/_/Como+un+Beb%C3%A9+(with+J+Balvin,+feat.+Mr+Eazi)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
QUÉ PRETENDES ft. J Balvin,Bad Bunny,48,1,https://www.last.fm/music/Bad+Bunny/_/QU%C3%89+PRETENDES+ft.+J+Balvin,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Feliz sin Ti,Bad Bunny,38,1,https://www.last.fm/music/Bad+Bunny/_/Feliz+sin+Ti,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
TELFONO NUEVO,Bad Bunny,39,1,https://www.last.fm/music/Bad+Bunny/_/TELFONO+NUEVO,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
gently (solo bad bunny),Bad Bunny,38,1,https://www.last.fm/music/Bad+Bunny/_/gently+(solo+bad+bunny),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Vamos Pa La Calle Remix (feat. Anuel Aa),Bad Bunny,47,1,https://www.last.fm/music/Bad+Bunny/_/Vamos+Pa+La+Calle+Remix+(feat.+Anuel+Aa),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
HOY COBRÉ 🅴,Bad Bunny,37,1,https://www.last.fm/music/Bad+Bunny/_/HOY+COBR%C3%89+%F0%9F%85%B4,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Bad Bunny - Haciendo Que Me Amas (Music Video)(MP3_70K),Bad Bunny,42,1,https://www.last.fm/music/Bad+Bunny/_/Bad+Bunny+-+Haciendo+Que+Me+Amas+(Music+Video)(MP3_70K),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Sensualidad feat. Prince Royce & J Balvin,Bad Bunny,45,1,https://www.last.fm/music/Bad+Bunny/_/Sensualidad+feat.+Prince+Royce+&+J+Balvin,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Tití Me Preguntó (Visual Video),Bad Bunny,37,1,https://www.last.fm/music/Bad+Bunny/_/Tit%C3%AD+Me+Pregunt%C3%B3+(Visual+Video),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
FINA w/Young Miko,Bad Bunny,37,1,https://www.last.fm/music/Bad+Bunny/_/FINA+w%2FYoung+Miko,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"P FKN R (feat. Arcangel, Kendo Kaponi)",Bad Bunny,43,1,"https://www.last.fm/music/Bad+Bunny/_/P+FKN+R+(feat.+Arcangel,+Kendo+Kaponi)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Santa (feat. Daddy Yankee & Raymond Ayala),Bad Bunny,36,1,https://www.last.fm/music/Bad+Bunny/_/La+Santa+(feat.+Daddy+Yankee+&+Raymond+Ayala),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Bad Bunny - Un Ratito | Un Verano Sin Ti,Bad Bunny,36,1,https://www.last.fm/music/Bad+Bunny/_/Bad+Bunny+-+Un+Ratito+%7C+Un+Verano+Sin+Ti,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Dakiti (Live at the 2021 Grammy Awards),Bad Bunny,38,1,https://www.last.fm/music/Bad+Bunny/_/Dakiti+(Live+at+the+2021+Grammy+Awards),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Yo Perreo Sola (Remix) (con Ivy Queen & Nesi),Bad Bunny,35,1,https://www.last.fm/music/Bad+Bunny/_/Yo+Perreo+Sola+(Remix)+(con+Ivy+Queen+&+Nesi),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
CUANDOS PERRIABAS,Bad Bunny,38,1,https://www.last.fm/music/Bad+Bunny/_/CUANDOS+PERRIABAS,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Ojitos Lindos(ft. Bomba Estéreo),Bad Bunny,37,1,https://www.last.fm/music/Bad+Bunny/_/Ojitos+Lindos(ft.+Bomba+Est%C3%A9reo),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Lo Siento BB Feat. Julieta Venegas,Bad Bunny,38,1,https://www.last.fm/music/Bad+Bunny/_/Lo+Siento+BB+Feat.+Julieta+Venegas,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Yonaguni [Alex Selas Remix],Bad Bunny,37,1,https://www.last.fm/music/Bad+Bunny/_/Yonaguni+%5BAlex+Selas+Remix%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Hablamos Mañana (feat. Duki and Chill-E),Bad Bunny,37,1,https://www.last.fm/music/Bad+Bunny/_/Hablamos+Ma%C3%B1ana+(feat.+Duki+and+Chill-E),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Ronca,Bad Bunny,41,1,https://www.last.fm/music/Bad+Bunny/_/Ronca,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
NeveritaNeverita,Bad Bunny,37,1,https://www.last.fm/music/Bad+Bunny/_/NeveritaNeverita,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
HIBIKI w/Mora,Bad Bunny,35,1,https://www.last.fm/music/Bad+Bunny/_/HIBIKI+w%2FMora,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Estamos Clear - Bad Bunny ft. Miky Woodz,Bad Bunny,40,1,https://www.last.fm/music/Bad+Bunny/_/Estamos+Clear+-+Bad+Bunny+ft.+Miky+Woodz,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Vuelve Dos Mil 16,Bad Bunny,36,1,https://www.last.fm/music/Bad+Bunny/_/Vuelve+Dos+Mil+16,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MERCEDES CAROTA w/YOVNGCHIMI,Bad Bunny,34,1,https://www.last.fm/music/Bad+Bunny/_/MERCEDES+CAROTA+w%2FYOVNGCHIMI,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
- 25/8 | YHLQMDLG [Visualizer],Bad Bunny,34,1,https://www.last.fm/music/Bad+Bunny/_/-+25%2F8+%7C+YHLQMDLG+%5BVisualizer%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Amorfoda (lo fi remix),Bad Bunny,38,1,https://www.last.fm/music/Bad+Bunny/_/Amorfoda+(lo+fi+remix),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Yo Perreo Sola Pt. II [Live],Bad Bunny,34,1,https://www.last.fm/music/Bad+Bunny/_/Yo+Perreo+Sola+Pt.+II+%5BLive%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
PERRO NEGRO w/Feid,Bad Bunny,33,1,https://www.last.fm/music/Bad+Bunny/_/PERRO+NEGRO+w%2FFeid,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
6 Rings (Bad Bunny),Bad Bunny,34,1,https://www.last.fm/music/Bad+Bunny/_/6+Rings+(Bad+Bunny),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
CÓMO SE SIENTE (Remix) [Ft. Jhay Cortez],Bad Bunny,35,1,https://www.last.fm/music/Bad+Bunny/_/C%C3%93MO+SE+SIENTE+(Remix)+%5BFt.+Jhay+Cortez%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
LEJOS DE TI,Bad Bunny,33,1,https://www.last.fm/music/Bad+Bunny/_/LEJOS+DE+TI,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Subimos de Rango (Ft. Omy de Oro, Shootter Ledo)",Bad Bunny,36,1,"https://www.last.fm/music/Bad+Bunny/_/Subimos+de+Rango+(Ft.+Omy+de+Oro,+Shootter+Ledo)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Te Lo Meto Yo Feat. Arcangel , Farruko , Lary Over , Tempo",Bad Bunny,44,1,"https://www.last.fm/music/Bad+Bunny/_/Te+Lo+Meto+Yo+Feat.+Arcangel+,+Farruko+,+Lary+Over+,+Tempo",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"¿Cuál es tu plan? (feat. DJ Nelson, Ñejo & Pj Sin Suela)",Bad Bunny,37,1,"https://www.last.fm/music/Bad+Bunny/_/%C2%BFCu%C3%A1l+es+tu+plan%3F+(feat.+DJ+Nelson,+%C3%91ejo+&+Pj+Sin+Suela)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Ojitos lindos (feat. Bomba Estéreo)_202310031616014,Bad Bunny,32,1,https://www.last.fm/music/Bad+Bunny/_/Ojitos+lindos+(feat.+Bomba+Est%C3%A9reo)_202310031616014,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
J BALVIN x  - YO LE LLEGO | OASIS (Video Oficial),Bad Bunny,32,1,https://www.last.fm/music/Bad+Bunny/_/J+BALVIN+x++-+YO+LE+LLEGO+%7C+OASIS+(Video+Oficial),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
CANCIÓN CON YANDEL w/Yandel,Bad Bunny,33,1,https://www.last.fm/music/Bad+Bunny/_/CANCI%C3%93N+CON+YANDEL+w%2FYandel,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Estamos Clear (feat. Bad Bunny),Bad Bunny,35,1,https://www.last.fm/music/Bad+Bunny/_/Estamos+Clear+(feat.+Bad+Bunny),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Neveritaaaa,Bad Bunny,33,1,https://www.last.fm/music/Bad+Bunny/_/Neveritaaaa,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
RLNDT (feat. Josh Gudwin),Bad Bunny,34,1,https://www.last.fm/music/Bad+Bunny/_/RLNDT+(feat.+Josh+Gudwin),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
6 Rings (Tribute To Kobe Bryant) - ukjamz.com,Bad Bunny,35,1,https://www.last.fm/music/Bad+Bunny/_/6+Rings+(Tribute+To+Kobe+Bryant)+-+ukjamz.com,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Soy Peor (Official Remix) [feat. Arcangel, Ozuna y J Balvin]",Bad Bunny,42,1,"https://www.last.fm/music/Bad+Bunny/_/Soy+Peor+(Official+Remix)+%5Bfeat.+Arcangel,+Ozuna+y+J+Balvin%5D",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Diles feat. Ozuna, Arcangel, Farruko & Ñengo Flow",Bad Bunny,37,1,"https://www.last.fm/music/Bad+Bunny/_/Diles+feat.+Ozuna,+Arcangel,+Farruko+&+%C3%91engo+Flow",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
SANTERÍ,Bad Bunny,33,1,https://www.last.fm/music/Bad+Bunny/_/SANTER%C3%8D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Krippy Kush feat. Farruko & Rvssian,Bad Bunny,37,1,https://www.last.fm/music/Bad+Bunny/_/Krippy+Kush+feat.+Farruko+&+Rvssian,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
6 Rings - Tributo Kobe Bryant,Bad Bunny,32,1,https://www.last.fm/music/Bad+Bunny/_/6+Rings+-+Tributo+Kobe+Bryant,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"¿Cual Es Tu Plan? (feat. Ñejo,  PJ Sin Suela)",Bad Bunny,38,1,"https://www.last.fm/music/Bad+Bunny/_/%C2%BFCual+Es+Tu+Plan%3F+(feat.+%C3%91ejo,++PJ+Sin+Suela)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Bugatti (120),Bad Bunny,31,1,https://www.last.fm/music/Bad+Bunny/_/Bugatti+(120),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Safaera Ft. Jowell Randy, Ñengo Flow",Bad Bunny,34,1,"https://www.last.fm/music/Bad+Bunny/_/Safaera+Ft.+Jowell+Randy,+%C3%91engo+Flow",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
P FKN R w/Kendo Kaponi & Arcángel,Bad Bunny,32,1,https://www.last.fm/music/Bad+Bunny/_/P+FKN+R+w%2FKendo+Kaponi+&+Arc%C3%A1ngel,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Gato De Noche w/o that other guy,Bad Bunny,30,1,https://www.last.fm/music/Bad+Bunny/_/Gato+De+Noche+w%2Fo+that+other+guy,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Sensualidad (Ft. J Balvin & Prince Royce),Bad Bunny,40,1,https://www.last.fm/music/Bad+Bunny/_/Sensualidad+(Ft.+J+Balvin+&+Prince+Royce),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Múdale,Bad Bunny,30,1,https://www.last.fm/music/Bad+Bunny/_/M%C3%BAdale,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
120 (Bugatti Version),Bad Bunny,29,1,https://www.last.fm/music/Bad+Bunny/_/120+(Bugatti+Version),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Que Malo feat. NENGO FLOW,Bad Bunny,32,1,https://www.last.fm/music/Bad+Bunny/_/Que+Malo+feat.+NENGO+FLOW,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
CÓMO SE SIENTE feat. Jhay Cortéz,Bad Bunny,33,1,https://www.last.fm/music/Bad+Bunny/_/C%C3%93MO+SE+SIENTE+feat.+Jhay+Cort%C3%A9z,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
